time,type,y,newcol
10/05/22,L2_SHA_TIN_in,363,0
11/05/22,L2_SHA_TIN_in,524,0
12/05/22,L2_SHA_TIN_in,605,0
13/05/22,L2_SHA_TIN_in,1654,0
14/05/22,L2_SHA_TIN_in,347,0
15/05/22,L2_SHA_TIN_in,114,0
16/05/22,L2_SHA_TIN_in,450,0
17/05/22,L2_SHA_TIN_in,560,0
01/03/22,L2_SHA_TIN_out,185,0
02/03/22,L2_SHA_TIN_out,142,0
03/03/22,L2_SHA_TIN_out,188,0
04/03/22,L2_SHA_TIN_out,155,0
05/03/22,L2_SHA_TIN_out,190,0
06/03/22,L2_SHA_TIN_out,55,0
07/03/22,L2_SHA_TIN_out,187,0
08/03/22,L2_SHA_TIN_out,249,0
09/03/22,L2_SHA_TIN_out,179,0
10/03/22,L2_SHA_TIN_out,224,0
11/03/22,L2_SHA_TIN_out,183,0
12/03/22,L2_SHA_TIN_out,97,0
13/03/22,L2_SHA_TIN_out,169,0
14/03/22,L2_SHA_TIN_out,238,0
15/03/22,L2_SHA_TIN_out,154,0
16/03/22,L2_SHA_TIN_out,183,0
17/03/22,L2_SHA_TIN_out,173,0
18/03/22,L2_SHA_TIN_out,146,0
19/03/22,L2_SHA_TIN_out,153,0
20/03/22,L2_SHA_TIN_out,89,0
21/03/22,L2_SHA_TIN_out,240,0
22/03/22,L2_SHA_TIN_out,222,0
23/03/22,L2_SHA_TIN_out,216,0
24/03/22,L2_SHA_TIN_out,167,0
25/03/22,L2_SHA_TIN_out,179,0
26/03/22,L2_SHA_TIN_out,145,0
27/03/22,L2_SHA_TIN_out,54,0
28/03/22,L2_SHA_TIN_out,238,0
29/03/22,L2_SHA_TIN_out,173,0
30/03/22,L2_SHA_TIN_out,134,0
31/03/22,L2_SHA_TIN_out,131,0
01/04/22,L2_SHA_TIN_out,98,0
02/04/22,L2_SHA_TIN_out,107,0
03/04/22,L2_SHA_TIN_out,54,0
04/04/22,L2_SHA_TIN_out,140,0
05/04/22,L2_SHA_TIN_out,46,0
06/04/22,L2_SHA_TIN_out,204,0
07/04/22,L2_SHA_TIN_out,205,0
08/04/22,L2_SHA_TIN_out,181,0
09/04/22,L2_SHA_TIN_out,143,0
10/04/22,L2_SHA_TIN_out,29,0
11/04/22,L2_SHA_TIN_out,318,0
12/04/22,L2_SHA_TIN_out,208,0
13/04/22,L2_SHA_TIN_out,214,0
14/04/22,L2_SHA_TIN_out,106,0
15/04/22,L2_SHA_TIN_out,46,0
16/04/22,L2_SHA_TIN_out,26,0
17/04/22,L2_SHA_TIN_out,24,0
18/04/22,L2_SHA_TIN_out,94,0
19/04/22,L2_SHA_TIN_out,234,0
20/04/22,L2_SHA_TIN_out,170,0
21/04/22,L2_SHA_TIN_out,237,0
22/04/22,L2_SHA_TIN_out,126,0
23/04/22,L2_SHA_TIN_out,44,0
24/04/22,L2_SHA_TIN_out,66,0
25/04/22,L2_SHA_TIN_out,164,0
26/04/22,L2_SHA_TIN_out,168,0
27/04/22,L2_SHA_TIN_out,138,0
28/04/22,L2_SHA_TIN_out,114,0
29/04/22,L2_SHA_TIN_out,100,0
30/04/22,L2_SHA_TIN_out,56,0
01/05/22,L2_SHA_TIN_out,14,0
02/05/22,L2_SHA_TIN_out,51,0
03/05/22,L2_SHA_TIN_out,204,0
04/05/22,L2_SHA_TIN_out,134,0
05/05/22,L2_SHA_TIN_out,116,0
06/05/22,L2_SHA_TIN_out,121,0
07/05/22,L2_SHA_TIN_out,107,0
08/05/22,L2_SHA_TIN_out,52,0
09/05/22,L2_SHA_TIN_out,32,0
10/05/22,L2_SHA_TIN_out,209,0
11/05/22,L2_SHA_TIN_out,125,0
12/05/22,L2_SHA_TIN_out,126,0
13/05/22,L2_SHA_TIN_out,171,0
14/05/22,L2_SHA_TIN_out,141,0
15/05/22,L2_SHA_TIN_out,85,0
16/05/22,L2_SHA_TIN_out,280,0
17/05/22,L2_SHA_TIN_out,186,0
01/03/22,L2_SOUTHERN_in,169,0
02/03/22,L2_SOUTHERN_in,259,0
03/03/22,L2_SOUTHERN_in,279,0
04/03/22,L2_SOUTHERN_in,288,0
05/03/22,L2_SOUTHERN_in,160,0
06/03/22,L2_SOUTHERN_in,104,0
07/03/22,L2_SOUTHERN_in,225,0
08/03/22,L2_SOUTHERN_in,333,0
09/03/22,L2_SOUTHERN_in,325,0
10/03/22,L2_SOUTHERN_in,310,0
11/03/22,L2_SOUTHERN_in,353,0
12/03/22,L2_SOUTHERN_in,271,0
13/03/22,L2_SOUTHERN_in,112,0
14/03/22,L2_SOUTHERN_in,303,0
15/03/22,L2_SOUTHERN_in,381,0
16/03/22,L2_SOUTHERN_in,374,0
17/03/22,L2_SOUTHERN_in,290,0
18/03/22,L2_SOUTHERN_in,288,0
19/03/22,L2_SOUTHERN_in,232,0
20/03/22,L2_SOUTHERN_in,59,0
21/03/22,L2_SOUTHERN_in,289,0
22/03/22,L2_SOUTHERN_in,324,0
23/03/22,L2_SOUTHERN_in,288,0
24/03/22,L2_SOUTHERN_in,287,0
25/03/22,L2_SOUTHERN_in,241,0
26/03/22,L2_SOUTHERN_in,232,0
27/03/22,L2_SOUTHERN_in,118,0
28/03/22,L2_SOUTHERN_in,225,0
29/03/22,L2_SOUTHERN_in,227,0
30/03/22,L2_SOUTHERN_in,408,0
31/03/22,L2_SOUTHERN_in,228,0
01/04/22,L2_SOUTHERN_in,293,0
02/04/22,L2_SOUTHERN_in,172,0
03/04/22,L2_SOUTHERN_in,80,0
04/04/22,L2_SOUTHERN_in,322,0
05/04/22,L2_SOUTHERN_in,68,0
06/04/22,L2_SOUTHERN_in,366,0
07/04/22,L2_SOUTHERN_in,252,0
08/04/22,L2_SOUTHERN_in,303,0
09/04/22,L2_SOUTHERN_in,183,0
10/04/22,L2_SOUTHERN_in,42,0
11/04/22,L2_SOUTHERN_in,329,0
12/04/22,L2_SOUTHERN_in,294,0
13/04/22,L2_SOUTHERN_in,295,0
14/04/22,L2_SOUTHERN_in,263,0
15/04/22,L2_SOUTHERN_in,82,0
16/04/22,L2_SOUTHERN_in,69,0
17/04/22,L2_SOUTHERN_in,138,0
18/04/22,L2_SOUTHERN_in,57,0
19/04/22,L2_SOUTHERN_in,351,0
20/04/22,L2_SOUTHERN_in,392,0
21/04/22,L2_SOUTHERN_in,283,0
22/04/22,L2_SOUTHERN_in,214,0
23/04/22,L2_SOUTHERN_in,227,0
24/04/22,L2_SOUTHERN_in,161,0
25/04/22,L2_SOUTHERN_in,377,0
26/04/22,L2_SOUTHERN_in,256,0
27/04/22,L2_SOUTHERN_in,356,0
28/04/22,L2_SOUTHERN_in,206,0
29/04/22,L2_SOUTHERN_in,422,0
30/04/22,L2_SOUTHERN_in,129,0
01/05/22,L2_SOUTHERN_in,171,0
02/05/22,L2_SOUTHERN_in,97,0
03/05/22,L2_SOUTHERN_in,222,0
04/05/22,L2_SOUTHERN_in,528,0
05/05/22,L2_SOUTHERN_in,292,0
06/05/22,L2_SOUTHERN_in,317,0
07/05/22,L2_SOUTHERN_in,140,0
08/05/22,L2_SOUTHERN_in,172,0
09/05/22,L2_SOUTHERN_in,147,0
10/05/22,L2_SOUTHERN_in,272,0
11/05/22,L2_SOUTHERN_in,544,0
12/05/22,L2_SOUTHERN_in,334,0
13/05/22,L2_SOUTHERN_in,402,0
14/05/22,L2_SOUTHERN_in,178,0
15/05/22,L2_SOUTHERN_in,527,0
16/05/22,L2_SOUTHERN_in,312,0
17/05/22,L2_SOUTHERN_in,629,0
01/03/22,L2_SOUTHERN_out,879,0
02/03/22,L2_SOUTHERN_out,893,0
03/03/22,L2_SOUTHERN_out,844,0
04/03/22,L2_SOUTHERN_out,105,0
05/03/22,L2_SOUTHERN_out,118,0
06/03/22,L2_SOUTHERN_out,750,0
07/03/22,L2_SOUTHERN_out,814,0
08/03/22,L2_SOUTHERN_out,869,0
09/03/22,L2_SOUTHERN_out,848,0
10/03/22,L2_SOUTHERN_out,829,0
11/03/22,L2_SOUTHERN_out,94,0
12/03/22,L2_SOUTHERN_out,35,0
13/03/22,L2_SOUTHERN_out,1387,0
14/03/22,L2_SOUTHERN_out,1450,0
15/03/22,L2_SOUTHERN_out,1454,0
16/03/22,L2_SOUTHERN_out,1413,0
17/03/22,L2_SOUTHERN_out,1428,0
18/03/22,L2_SOUTHERN_out,103,0
19/03/22,L2_SOUTHERN_out,44,0
20/03/22,L2_SOUTHERN_out,1310,0
21/03/22,L2_SOUTHERN_out,1395,0
22/03/22,L2_SOUTHERN_out,1374,0
23/03/22,L2_SOUTHERN_out,1397,0
24/03/22,L2_SOUTHERN_out,1345,0
25/03/22,L2_SOUTHERN_out,87,0
26/03/22,L2_SOUTHERN_out,46,0
27/03/22,L2_SOUTHERN_out,1325,0
28/03/22,L2_SOUTHERN_out,1404,0
29/03/22,L2_SOUTHERN_out,1400,0
30/03/22,L2_SOUTHERN_out,1365,0
31/03/22,L2_SOUTHERN_out,1369,0
01/04/22,L2_SOUTHERN_out,66,0
02/04/22,L2_SOUTHERN_out,32,0
03/04/22,L2_SOUTHERN_out,1376,0
04/04/22,L2_SOUTHERN_out,92,0
05/04/22,L2_SOUTHERN_out,1375,0
06/04/22,L2_SOUTHERN_out,1460,0
07/04/22,L2_SOUTHERN_out,1462,0
08/04/22,L2_SOUTHERN_out,99,0
09/04/22,L2_SOUTHERN_out,35,0
10/04/22,L2_SOUTHERN_out,1356,0
11/04/22,L2_SOUTHERN_out,1469,0
12/04/22,L2_SOUTHERN_out,1434,0
13/04/22,L2_SOUTHERN_out,1395,0
14/04/22,L2_SOUTHERN_out,40,0
15/04/22,L2_SOUTHERN_out,6,0
16/04/22,L2_SOUTHERN_out,7,0
17/04/22,L2_SOUTHERN_out,3,0
18/04/22,L2_SOUTHERN_out,1446,0
19/04/22,L2_SOUTHERN_out,1496,0
20/04/22,L2_SOUTHERN_out,1471,0
21/04/22,L2_SOUTHERN_out,1462,0
22/04/22,L2_SOUTHERN_out,49,0
23/04/22,L2_SOUTHERN_out,24,0
24/04/22,L2_SOUTHERN_out,1591,0
25/04/22,L2_SOUTHERN_out,1641,0
26/04/22,L2_SOUTHERN_out,1610,0
27/04/22,L2_SOUTHERN_out,1605,0
28/04/22,L2_SOUTHERN_out,1592,0
29/04/22,L2_SOUTHERN_out,145,0
30/04/22,L2_SOUTHERN_out,59,0
01/05/22,L2_SOUTHERN_out,8,0
02/05/22,L2_SOUTHERN_out,1626,0
03/05/22,L2_SOUTHERN_out,1711,0
04/05/22,L2_SOUTHERN_out,1709,0
05/05/22,L2_SOUTHERN_out,1728,0
06/05/22,L2_SOUTHERN_out,96,0
07/05/22,L2_SOUTHERN_out,31,0
08/05/22,L2_SOUTHERN_out,8,0
09/05/22,L2_SOUTHERN_out,1924,0
10/05/22,L2_SOUTHERN_out,2114,0
11/05/22,L2_SOUTHERN_out,2022,0
12/05/22,L2_SOUTHERN_out,2027,0
13/05/22,L2_SOUTHERN_out,112,0
14/05/22,L2_SOUTHERN_out,71,0
15/05/22,L2_SOUTHERN_out,2064,0
16/05/22,L2_SOUTHERN_out,2198,0
17/05/22,L2_SOUTHERN_out,2111,0
01/03/22,L2_TAI_PO_in,65,0
02/03/22,L2_TAI_PO_in,119,0
03/03/22,L2_TAI_PO_in,82,0
04/03/22,L2_TAI_PO_in,132,0
05/03/22,L2_TAI_PO_in,87,0
06/03/22,L2_TAI_PO_in,24,0
07/03/22,L2_TAI_PO_in,73,0
08/03/22,L2_TAI_PO_in,132,0
09/03/22,L2_TAI_PO_in,163,0
10/03/22,L2_TAI_PO_in,167,0
11/03/22,L2_TAI_PO_in,154,0
12/03/22,L2_TAI_PO_in,141,0
13/03/22,L2_TAI_PO_in,14,0
14/03/22,L2_TAI_PO_in,110,0
15/03/22,L2_TAI_PO_in,168,0
16/03/22,L2_TAI_PO_in,188,0
17/03/22,L2_TAI_PO_in,113,0
18/03/22,L2_TAI_PO_in,117,0
19/03/22,L2_TAI_PO_in,135,0
20/03/22,L2_TAI_PO_in,29,0
21/03/22,L2_TAI_PO_in,118,0
22/03/22,L2_TAI_PO_in,110,0
23/03/22,L2_TAI_PO_in,130,0
24/03/22,L2_TAI_PO_in,100,0
25/03/22,L2_TAI_PO_in,111,0
26/03/22,L2_TAI_PO_in,117,0
27/03/22,L2_TAI_PO_in,38,0
28/03/22,L2_TAI_PO_in,105,0
29/03/22,L2_TAI_PO_in,87,0
30/03/22,L2_TAI_PO_in,132,0
31/03/22,L2_TAI_PO_in,3358,0
01/04/22,L2_TAI_PO_in,136,0
02/04/22,L2_TAI_PO_in,80,0
03/04/22,L2_TAI_PO_in,8,0
04/04/22,L2_TAI_PO_in,106,0
05/04/22,L2_TAI_PO_in,7,0
06/04/22,L2_TAI_PO_in,140,0
07/04/22,L2_TAI_PO_in,334,0
08/04/22,L2_TAI_PO_in,147,0
09/04/22,L2_TAI_PO_in,100,0
10/04/22,L2_TAI_PO_in,4,0
11/04/22,L2_TAI_PO_in,127,0
12/04/22,L2_TAI_PO_in,148,0
13/04/22,L2_TAI_PO_in,674,0
14/04/22,L2_TAI_PO_in,157,0
15/04/22,L2_TAI_PO_in,38,0
16/04/22,L2_TAI_PO_in,6,0
17/04/22,L2_TAI_PO_in,6,0
18/04/22,L2_TAI_PO_in,13,0
19/04/22,L2_TAI_PO_in,158,0
20/04/22,L2_TAI_PO_in,208,0
21/04/22,L2_TAI_PO_in,675,0
22/04/22,L2_TAI_PO_in,135,0
23/04/22,L2_TAI_PO_in,90,0
24/04/22,L2_TAI_PO_in,11,0
25/04/22,L2_TAI_PO_in,84,0
26/04/22,L2_TAI_PO_in,173,0
27/04/22,L2_TAI_PO_in,159,0
28/04/22,L2_TAI_PO_in,124,0
29/04/22,L2_TAI_PO_in,670,0
30/04/22,L2_TAI_PO_in,107,0
01/05/22,L2_TAI_PO_in,7,0
02/05/22,L2_TAI_PO_in,40,0
03/05/22,L2_TAI_PO_in,87,0
04/05/22,L2_TAI_PO_in,181,0
05/05/22,L2_TAI_PO_in,738,0
06/05/22,L2_TAI_PO_in,141,0
07/05/22,L2_TAI_PO_in,93,0
08/05/22,L2_TAI_PO_in,31,0
09/05/22,L2_TAI_PO_in,9,0
10/05/22,L2_TAI_PO_in,101,0
11/05/22,L2_TAI_PO_in,151,0
12/05/22,L2_TAI_PO_in,181,0
13/05/22,L2_TAI_PO_in,494,0
14/05/22,L2_TAI_PO_in,133,0
15/05/22,L2_TAI_PO_in,32,0
16/05/22,L2_TAI_PO_in,145,0
17/05/22,L2_TAI_PO_in,164,0
01/03/22,L2_TAI_PO_out,1,0
02/03/22,L2_TAI_PO_out,1,0
03/03/22,L2_TAI_PO_out,1,0
04/03/22,L2_TAI_PO_out,1,0
05/03/22,L2_TAI_PO_out,0,0
06/03/22,L2_TAI_PO_out,0,0
07/03/22,L2_TAI_PO_out,2,0
08/03/22,L2_TAI_PO_out,0,0
09/03/22,L2_TAI_PO_out,0,0
10/03/22,L2_TAI_PO_out,2,0
11/03/22,L2_TAI_PO_out,3,0
12/03/22,L2_TAI_PO_out,0,0
13/03/22,L2_TAI_PO_out,2,0
14/03/22,L2_TAI_PO_out,1,0
15/03/22,L2_TAI_PO_out,13,0
16/03/22,L2_TAI_PO_out,16,0
17/03/22,L2_TAI_PO_out,0,0
18/03/22,L2_TAI_PO_out,0,0
19/03/22,L2_TAI_PO_out,0,0
20/03/22,L2_TAI_PO_out,1,0
21/03/22,L2_TAI_PO_out,1,0
22/03/22,L2_TAI_PO_out,0,0
23/03/22,L2_TAI_PO_out,0,0
24/03/22,L2_TAI_PO_out,7,0
25/03/22,L2_TAI_PO_out,2,0
26/03/22,L2_TAI_PO_out,3,0
27/03/22,L2_TAI_PO_out,2,0
28/03/22,L2_TAI_PO_out,3,0
29/03/22,L2_TAI_PO_out,3,0
30/03/22,L2_TAI_PO_out,5,0
31/03/22,L2_TAI_PO_out,3,0
01/04/22,L2_TAI_PO_out,3,0
02/04/22,L2_TAI_PO_out,3,0
03/04/22,L2_TAI_PO_out,6,0
04/04/22,L2_TAI_PO_out,3,0
05/04/22,L2_TAI_PO_out,5,0
06/04/22,L2_TAI_PO_out,6,0
07/04/22,L2_TAI_PO_out,5,0
08/04/22,L2_TAI_PO_out,3,0
09/04/22,L2_TAI_PO_out,3,0
10/04/22,L2_TAI_PO_out,3,0
11/04/22,L2_TAI_PO_out,5,0
12/04/22,L2_TAI_PO_out,5,0
13/04/22,L2_TAI_PO_out,4,0
14/04/22,L2_TAI_PO_out,3,0
15/04/22,L2_TAI_PO_out,0,0
16/04/22,L2_TAI_PO_out,1,0
17/04/22,L2_TAI_PO_out,1,0
18/04/22,L2_TAI_PO_out,2,0
19/04/22,L2_TAI_PO_out,2,0
20/04/22,L2_TAI_PO_out,7,0
21/04/22,L2_TAI_PO_out,2,0
22/04/22,L2_TAI_PO_out,5,0
23/04/22,L2_TAI_PO_out,3,0
24/04/22,L2_TAI_PO_out,5,0
25/04/22,L2_TAI_PO_out,1,0
26/04/22,L2_TAI_PO_out,4,0
27/04/22,L2_TAI_PO_out,1,0
28/04/22,L2_TAI_PO_out,5,0
29/04/22,L2_TAI_PO_out,11,0
30/04/22,L2_TAI_PO_out,5,0
01/05/22,L2_TAI_PO_out,5,0
02/05/22,L2_TAI_PO_out,3,0
03/05/22,L2_TAI_PO_out,4,0
04/05/22,L2_TAI_PO_out,2,0
05/05/22,L2_TAI_PO_out,7,0
06/05/22,L2_TAI_PO_out,14,0
07/05/22,L2_TAI_PO_out,11,0
08/05/22,L2_TAI_PO_out,3,0
09/05/22,L2_TAI_PO_out,1,0
10/05/22,L2_TAI_PO_out,4,0
11/05/22,L2_TAI_PO_out,2,0
12/05/22,L2_TAI_PO_out,4,0
13/05/22,L2_TAI_PO_out,12,0
14/05/22,L2_TAI_PO_out,11,0
15/05/22,L2_TAI_PO_out,17,0
16/05/22,L2_TAI_PO_out,14,0
17/05/22,L2_TAI_PO_out,10,0
01/03/22,L2_TSUEN_WAN_in,99,0
02/03/22,L2_TSUEN_WAN_in,268,0
03/03/22,L2_TSUEN_WAN_in,201,0
04/03/22,L2_TSUEN_WAN_in,345,0
05/03/22,L2_TSUEN_WAN_in,196,0
06/03/22,L2_TSUEN_WAN_in,79,0
07/03/22,L2_TSUEN_WAN_in,223,0
08/03/22,L2_TSUEN_WAN_in,304,0
09/03/22,L2_TSUEN_WAN_in,302,0
10/03/22,L2_TSUEN_WAN_in,324,0
11/03/22,L2_TSUEN_WAN_in,310,0
12/03/22,L2_TSUEN_WAN_in,264,0
13/03/22,L2_TSUEN_WAN_in,75,0
14/03/22,L2_TSUEN_WAN_in,297,0
15/03/22,L2_TSUEN_WAN_in,331,0
16/03/22,L2_TSUEN_WAN_in,315,0
17/03/22,L2_TSUEN_WAN_in,259,0
18/03/22,L2_TSUEN_WAN_in,273,0
19/03/22,L2_TSUEN_WAN_in,226,0
20/03/22,L2_TSUEN_WAN_in,85,0
21/03/22,L2_TSUEN_WAN_in,314,0
22/03/22,L2_TSUEN_WAN_in,304,0
23/03/22,L2_TSUEN_WAN_in,232,0
24/03/22,L2_TSUEN_WAN_in,202,0
25/03/22,L2_TSUEN_WAN_in,147,0
26/03/22,L2_TSUEN_WAN_in,189,0
27/03/22,L2_TSUEN_WAN_in,32,0
28/03/22,L2_TSUEN_WAN_in,174,0
29/03/22,L2_TSUEN_WAN_in,182,0
30/03/22,L2_TSUEN_WAN_in,217,0
31/03/22,L2_TSUEN_WAN_in,668,0
01/04/22,L2_TSUEN_WAN_in,219,0
02/04/22,L2_TSUEN_WAN_in,125,0
03/04/22,L2_TSUEN_WAN_in,21,0
04/04/22,L2_TSUEN_WAN_in,204,0
05/04/22,L2_TSUEN_WAN_in,10,0
06/04/22,L2_TSUEN_WAN_in,256,0
07/04/22,L2_TSUEN_WAN_in,322,0
08/04/22,L2_TSUEN_WAN_in,199,0
09/04/22,L2_TSUEN_WAN_in,140,0
10/04/22,L2_TSUEN_WAN_in,12,0
11/04/22,L2_TSUEN_WAN_in,211,0
12/04/22,L2_TSUEN_WAN_in,210,0
13/04/22,L2_TSUEN_WAN_in,581,0
14/04/22,L2_TSUEN_WAN_in,199,0
15/04/22,L2_TSUEN_WAN_in,3,0
16/04/22,L2_TSUEN_WAN_in,72,0
17/04/22,L2_TSUEN_WAN_in,7,0
18/04/22,L2_TSUEN_WAN_in,22,0
19/04/22,L2_TSUEN_WAN_in,206,0
20/04/22,L2_TSUEN_WAN_in,289,0
21/04/22,L2_TSUEN_WAN_in,614,0
22/04/22,L2_TSUEN_WAN_in,192,0
23/04/22,L2_TSUEN_WAN_in,114,0
24/04/22,L2_TSUEN_WAN_in,25,0
25/04/22,L2_TSUEN_WAN_in,123,0
26/04/22,L2_TSUEN_WAN_in,214,0
27/04/22,L2_TSUEN_WAN_in,227,0
28/04/22,L2_TSUEN_WAN_in,183,0
29/04/22,L2_TSUEN_WAN_in,497,0
30/04/22,L2_TSUEN_WAN_in,124,0
01/05/22,L2_TSUEN_WAN_in,11,0
02/05/22,L2_TSUEN_WAN_in,78,0
03/05/22,L2_TSUEN_WAN_in,114,0
04/05/22,L2_TSUEN_WAN_in,285,0
05/05/22,L2_TSUEN_WAN_in,658,0
06/05/22,L2_TSUEN_WAN_in,178,0
07/05/22,L2_TSUEN_WAN_in,103,0
08/05/22,L2_TSUEN_WAN_in,8,0
09/05/22,L2_TSUEN_WAN_in,78,0
10/05/22,L2_TSUEN_WAN_in,104,0
11/05/22,L2_TSUEN_WAN_in,313,0
12/05/22,L2_TSUEN_WAN_in,265,0
13/05/22,L2_TSUEN_WAN_in,452,0
14/05/22,L2_TSUEN_WAN_in,144,0
15/05/22,L2_TSUEN_WAN_in,25,0
16/05/22,L2_TSUEN_WAN_in,231,0
17/05/22,L2_TSUEN_WAN_in,243,0
01/03/22,L2_TSUEN_WAN_out,350,0
02/03/22,L2_TSUEN_WAN_out,378,0
03/03/22,L2_TSUEN_WAN_out,494,0
04/03/22,L2_TSUEN_WAN_out,312,0
05/03/22,L2_TSUEN_WAN_out,468,0
06/03/22,L2_TSUEN_WAN_out,152,0
07/03/22,L2_TSUEN_WAN_out,461,0
08/03/22,L2_TSUEN_WAN_out,474,0
09/03/22,L2_TSUEN_WAN_out,492,0
10/03/22,L2_TSUEN_WAN_out,528,0
11/03/22,L2_TSUEN_WAN_out,592,0
12/03/22,L2_TSUEN_WAN_out,154,0
13/03/22,L2_TSUEN_WAN_out,790,0
14/03/22,L2_TSUEN_WAN_out,679,0
15/03/22,L2_TSUEN_WAN_out,606,0
16/03/22,L2_TSUEN_WAN_out,511,0
17/03/22,L2_TSUEN_WAN_out,301,0
18/03/22,L2_TSUEN_WAN_out,175,0
19/03/22,L2_TSUEN_WAN_out,183,0
20/03/22,L2_TSUEN_WAN_out,139,0
21/03/22,L2_TSUEN_WAN_out,441,0
22/03/22,L2_TSUEN_WAN_out,280,0
23/03/22,L2_TSUEN_WAN_out,250,0
24/03/22,L2_TSUEN_WAN_out,260,0
25/03/22,L2_TSUEN_WAN_out,155,0
26/03/22,L2_TSUEN_WAN_out,230,0
27/03/22,L2_TSUEN_WAN_out,145,0
28/03/22,L2_TSUEN_WAN_out,454,0
29/03/22,L2_TSUEN_WAN_out,279,0
30/03/22,L2_TSUEN_WAN_out,278,0
31/03/22,L2_TSUEN_WAN_out,258,0
01/04/22,L2_TSUEN_WAN_out,214,0
02/04/22,L2_TSUEN_WAN_out,192,0
03/04/22,L2_TSUEN_WAN_out,142,0
04/04/22,L2_TSUEN_WAN_out,339,0
05/04/22,L2_TSUEN_WAN_out,36,0
06/04/22,L2_TSUEN_WAN_out,472,0
07/04/22,L2_TSUEN_WAN_out,346,0
08/04/22,L2_TSUEN_WAN_out,270,0
09/04/22,L2_TSUEN_WAN_out,324,0
10/04/22,L2_TSUEN_WAN_out,194,0
11/04/22,L2_TSUEN_WAN_out,392,0
12/04/22,L2_TSUEN_WAN_out,364,0
13/04/22,L2_TSUEN_WAN_out,304,0
14/04/22,L2_TSUEN_WAN_out,154,0
15/04/22,L2_TSUEN_WAN_out,4,0
16/04/22,L2_TSUEN_WAN_out,0,0
17/04/22,L2_TSUEN_WAN_out,53,0
18/04/22,L2_TSUEN_WAN_out,587,0
19/04/22,L2_TSUEN_WAN_out,513,0
20/04/22,L2_TSUEN_WAN_out,465,0
21/04/22,L2_TSUEN_WAN_out,384,0
22/04/22,L2_TSUEN_WAN_out,291,0
23/04/22,L2_TSUEN_WAN_out,91,0
24/04/22,L2_TSUEN_WAN_out,270,0
25/04/22,L2_TSUEN_WAN_out,367,0
26/04/22,L2_TSUEN_WAN_out,247,0
27/04/22,L2_TSUEN_WAN_out,315,0
28/04/22,L2_TSUEN_WAN_out,140,0
29/04/22,L2_TSUEN_WAN_out,78,0
30/04/22,L2_TSUEN_WAN_out,341,0
01/05/22,L2_TSUEN_WAN_out,47,0
02/05/22,L2_TSUEN_WAN_out,197,0
03/05/22,L2_TSUEN_WAN_out,561,0
04/05/22,L2_TSUEN_WAN_out,328,0
05/05/22,L2_TSUEN_WAN_out,277,0
06/05/22,L2_TSUEN_WAN_out,270,0
07/05/22,L2_TSUEN_WAN_out,182,0
08/05/22,L2_TSUEN_WAN_out,113,0
09/05/22,L2_TSUEN_WAN_out,41,0
10/05/22,L2_TSUEN_WAN_out,512,0
11/05/22,L2_TSUEN_WAN_out,294,0
12/05/22,L2_TSUEN_WAN_out,300,0
13/05/22,L2_TSUEN_WAN_out,272,0
14/05/22,L2_TSUEN_WAN_out,201,0
15/05/22,L2_TSUEN_WAN_out,176,0
16/05/22,L2_TSUEN_WAN_out,406,0
17/05/22,L2_TSUEN_WAN_out,276,0
01/03/22,L2_TUEN_MUN_in,78,0
02/03/22,L2_TUEN_MUN_in,360,0
03/03/22,L2_TUEN_MUN_in,275,0
04/03/22,L2_TUEN_MUN_in,359,0
05/03/22,L2_TUEN_MUN_in,271,0
06/03/22,L2_TUEN_MUN_in,58,0
07/03/22,L2_TUEN_MUN_in,215,0
08/03/22,L2_TUEN_MUN_in,280,0
09/03/22,L2_TUEN_MUN_in,309,0
10/03/22,L2_TUEN_MUN_in,307,0
11/03/22,L2_TUEN_MUN_in,293,0
12/03/22,L2_TUEN_MUN_in,278,0
13/03/22,L2_TUEN_MUN_in,58,0
14/03/22,L2_TUEN_MUN_in,360,0
15/03/22,L2_TUEN_MUN_in,357,0
16/03/22,L2_TUEN_MUN_in,315,0
17/03/22,L2_TUEN_MUN_in,206,0
18/03/22,L2_TUEN_MUN_in,303,0
19/03/22,L2_TUEN_MUN_in,251,0
20/03/22,L2_TUEN_MUN_in,67,0
21/03/22,L2_TUEN_MUN_in,274,0
22/03/22,L2_TUEN_MUN_in,284,0
23/03/22,L2_TUEN_MUN_in,304,0
24/03/22,L2_TUEN_MUN_in,238,0
25/03/22,L2_TUEN_MUN_in,253,0
26/03/22,L2_TUEN_MUN_in,298,0
27/03/22,L2_TUEN_MUN_in,76,0
28/03/22,L2_TUEN_MUN_in,407,0
29/03/22,L2_TUEN_MUN_in,230,0
30/03/22,L2_TUEN_MUN_in,294,0
31/03/22,L2_TUEN_MUN_in,270,0
01/04/22,L2_TUEN_MUN_in,310,0
02/04/22,L2_TUEN_MUN_in,187,0
03/04/22,L2_TUEN_MUN_in,60,0
04/04/22,L2_TUEN_MUN_in,230,0
05/04/22,L2_TUEN_MUN_in,14,0
06/04/22,L2_TUEN_MUN_in,320,0
07/04/22,L2_TUEN_MUN_in,251,0
08/04/22,L2_TUEN_MUN_in,331,0
09/04/22,L2_TUEN_MUN_in,265,0
10/04/22,L2_TUEN_MUN_in,60,0
11/04/22,L2_TUEN_MUN_in,257,0
12/04/22,L2_TUEN_MUN_in,288,0
