time,type,y,newcol
12/04/22,L2_SHAM_SHUI_PO_out,704,1
13/04/22,L2_SHAM_SHUI_PO_out,703,1
14/04/22,L2_SHAM_SHUI_PO_out,356,1
15/04/22,L2_SHAM_SHUI_PO_out,23,1
16/04/22,L2_SHAM_SHUI_PO_out,13,1
17/04/22,L2_SHAM_SHUI_PO_out,14,1
18/04/22,L2_SHAM_SHUI_PO_out,472,1
19/04/22,L2_SHAM_SHUI_PO_out,963,1
20/04/22,L2_SHAM_SHUI_PO_out,922,1
21/04/22,L2_SHAM_SHUI_PO_out,661,1
22/04/22,L2_SHAM_SHUI_PO_out,412,1
23/04/22,L2_SHAM_SHUI_PO_out,164,1
24/04/22,L2_SHAM_SHUI_PO_out,252,1
25/04/22,L2_SHAM_SHUI_PO_out,613,1
26/04/22,L2_SHAM_SHUI_PO_out,648,1
27/04/22,L2_SHAM_SHUI_PO_out,774,1
28/04/22,L2_SHAM_SHUI_PO_out,535,1
29/04/22,L2_SHAM_SHUI_PO_out,389,1
30/04/22,L2_SHAM_SHUI_PO_out,152,1
01/05/22,L2_SHAM_SHUI_PO_out,29,1
02/05/22,L2_SHAM_SHUI_PO_out,173,1
03/05/22,L2_SHAM_SHUI_PO_out,458,1
04/05/22,L2_SHAM_SHUI_PO_out,412,1
05/05/22,L2_SHAM_SHUI_PO_out,536,1
06/05/22,L2_SHAM_SHUI_PO_out,382,1
07/05/22,L2_SHAM_SHUI_PO_out,201,1
08/05/22,L2_SHAM_SHUI_PO_out,45,1
09/05/22,L2_SHAM_SHUI_PO_out,187,1
10/05/22,L2_SHAM_SHUI_PO_out,487,1
11/05/22,L2_SHAM_SHUI_PO_out,562,1
12/05/22,L2_SHAM_SHUI_PO_out,535,1
13/05/22,L2_SHAM_SHUI_PO_out,331,1
14/05/22,L2_SHAM_SHUI_PO_out,155,1
15/05/22,L2_SHAM_SHUI_PO_out,78,1
16/05/22,L2_SHAM_SHUI_PO_out,418,1
17/05/22,L2_SHAM_SHUI_PO_out,388,1
01/03/22,L2_SHA_TIN_in,276,1
02/03/22,L2_SHA_TIN_in,424,1
03/03/22,L2_SHA_TIN_in,398,1
04/03/22,L2_SHA_TIN_in,470,1
05/03/22,L2_SHA_TIN_in,285,1
06/03/22,L2_SHA_TIN_in,112,1
07/03/22,L2_SHA_TIN_in,348,1
08/03/22,L2_SHA_TIN_in,532,1
09/03/22,L2_SHA_TIN_in,571,1
10/03/22,L2_SHA_TIN_in,519,1
11/03/22,L2_SHA_TIN_in,591,1
12/03/22,L2_SHA_TIN_in,457,1
13/03/22,L2_SHA_TIN_in,90,1
14/03/22,L2_SHA_TIN_in,412,1
15/03/22,L2_SHA_TIN_in,525,1
16/03/22,L2_SHA_TIN_in,521,1
17/03/22,L2_SHA_TIN_in,421,1
18/03/22,L2_SHA_TIN_in,390,1
19/03/22,L2_SHA_TIN_in,379,1
20/03/22,L2_SHA_TIN_in,60,1
21/03/22,L2_SHA_TIN_in,456,1
22/03/22,L2_SHA_TIN_in,461,1
23/03/22,L2_SHA_TIN_in,479,1
24/03/22,L2_SHA_TIN_in,405,1
25/03/22,L2_SHA_TIN_in,308,1
26/03/22,L2_SHA_TIN_in,349,1
27/03/22,L2_SHA_TIN_in,51,1
28/03/22,L2_SHA_TIN_in,449,1
29/03/22,L2_SHA_TIN_in,365,1
30/03/22,L2_SHA_TIN_in,406,1
31/03/22,L2_SHA_TIN_in,12263,1
01/04/22,L2_SHA_TIN_in,406,1
02/04/22,L2_SHA_TIN_in,260,1
03/04/22,L2_SHA_TIN_in,32,1
04/04/22,L2_SHA_TIN_in,436,1
05/04/22,L2_SHA_TIN_in,31,1
06/04/22,L2_SHA_TIN_in,508,1
07/04/22,L2_SHA_TIN_in,1160,1
08/04/22,L2_SHA_TIN_in,493,1
09/04/22,L2_SHA_TIN_in,307,1
10/04/22,L2_SHA_TIN_in,25,1
11/04/22,L2_SHA_TIN_in,428,1
12/04/22,L2_SHA_TIN_in,428,1
13/04/22,L2_SHA_TIN_in,2306,1
14/04/22,L2_SHA_TIN_in,462,1
15/04/22,L2_SHA_TIN_in,58,1
16/04/22,L2_SHA_TIN_in,62,1
17/04/22,L2_SHA_TIN_in,23,1
18/04/22,L2_SHA_TIN_in,40,1
19/04/22,L2_SHA_TIN_in,488,1
20/04/22,L2_SHA_TIN_in,702,1
21/04/22,L2_SHA_TIN_in,2448,1
22/04/22,L2_SHA_TIN_in,433,1
23/04/22,L2_SHA_TIN_in,251,1
24/04/22,L2_SHA_TIN_in,39,1
25/04/22,L2_SHA_TIN_in,304,1
26/04/22,L2_SHA_TIN_in,465,1
27/04/22,L2_SHA_TIN_in,508,1
28/04/22,L2_SHA_TIN_in,347,1
29/04/22,L2_SHA_TIN_in,2244,1
30/04/22,L2_SHA_TIN_in,305,1
01/05/22,L2_SHA_TIN_in,35,1
02/05/22,L2_SHA_TIN_in,58,1
03/05/22,L2_SHA_TIN_in,377,1
04/05/22,L2_SHA_TIN_in,554,1
05/05/22,L2_SHA_TIN_in,2428,1
06/05/22,L2_SHA_TIN_in,496,1
07/05/22,L2_SHA_TIN_in,260,1
08/05/22,L2_SHA_TIN_in,69,1
09/05/22,L2_SHA_TIN_in,40,1
10/05/22,L2_SHA_TIN_in,363,1
11/05/22,L2_SHA_TIN_in,524,1
12/05/22,L2_SHA_TIN_in,605,1
13/05/22,L2_SHA_TIN_in,1654,1
14/05/22,L2_SHA_TIN_in,347,1
15/05/22,L2_SHA_TIN_in,114,1
16/05/22,L2_SHA_TIN_in,450,1
17/05/22,L2_SHA_TIN_in,560,1
01/03/22,L2_SHA_TIN_out,185,1
02/03/22,L2_SHA_TIN_out,142,1
03/03/22,L2_SHA_TIN_out,188,1
04/03/22,L2_SHA_TIN_out,155,1
05/03/22,L2_SHA_TIN_out,190,1
06/03/22,L2_SHA_TIN_out,55,1
07/03/22,L2_SHA_TIN_out,187,1
08/03/22,L2_SHA_TIN_out,249,1
09/03/22,L2_SHA_TIN_out,179,1
10/03/22,L2_SHA_TIN_out,224,1
11/03/22,L2_SHA_TIN_out,183,1
12/03/22,L2_SHA_TIN_out,97,1
13/03/22,L2_SHA_TIN_out,169,1
14/03/22,L2_SHA_TIN_out,238,1
15/03/22,L2_SHA_TIN_out,154,1
16/03/22,L2_SHA_TIN_out,183,1
17/03/22,L2_SHA_TIN_out,173,1
18/03/22,L2_SHA_TIN_out,146,1
19/03/22,L2_SHA_TIN_out,153,1
20/03/22,L2_SHA_TIN_out,89,1
21/03/22,L2_SHA_TIN_out,240,1
22/03/22,L2_SHA_TIN_out,222,1
23/03/22,L2_SHA_TIN_out,216,1
24/03/22,L2_SHA_TIN_out,167,1
25/03/22,L2_SHA_TIN_out,179,1
26/03/22,L2_SHA_TIN_out,145,1
27/03/22,L2_SHA_TIN_out,54,1
28/03/22,L2_SHA_TIN_out,238,1
29/03/22,L2_SHA_TIN_out,173,1
30/03/22,L2_SHA_TIN_out,134,1
31/03/22,L2_SHA_TIN_out,131,1
01/04/22,L2_SHA_TIN_out,98,1
02/04/22,L2_SHA_TIN_out,107,1
03/04/22,L2_SHA_TIN_out,54,1
04/04/22,L2_SHA_TIN_out,140,1
05/04/22,L2_SHA_TIN_out,46,1
06/04/22,L2_SHA_TIN_out,204,1
07/04/22,L2_SHA_TIN_out,205,1
08/04/22,L2_SHA_TIN_out,181,1
09/04/22,L2_SHA_TIN_out,143,1
10/04/22,L2_SHA_TIN_out,29,1
11/04/22,L2_SHA_TIN_out,318,1
12/04/22,L2_SHA_TIN_out,208,1
13/04/22,L2_SHA_TIN_out,214,1
14/04/22,L2_SHA_TIN_out,106,1
15/04/22,L2_SHA_TIN_out,46,1
16/04/22,L2_SHA_TIN_out,26,1
17/04/22,L2_SHA_TIN_out,24,1
18/04/22,L2_SHA_TIN_out,94,1
19/04/22,L2_SHA_TIN_out,234,1
20/04/22,L2_SHA_TIN_out,170,1
21/04/22,L2_SHA_TIN_out,237,1
22/04/22,L2_SHA_TIN_out,126,1
23/04/22,L2_SHA_TIN_out,44,1
24/04/22,L2_SHA_TIN_out,66,1
25/04/22,L2_SHA_TIN_out,164,1
26/04/22,L2_SHA_TIN_out,168,1
27/04/22,L2_SHA_TIN_out,138,1
28/04/22,L2_SHA_TIN_out,114,1
29/04/22,L2_SHA_TIN_out,100,1
30/04/22,L2_SHA_TIN_out,56,1
01/05/22,L2_SHA_TIN_out,14,1
02/05/22,L2_SHA_TIN_out,51,1
03/05/22,L2_SHA_TIN_out,204,1
04/05/22,L2_SHA_TIN_out,134,1
05/05/22,L2_SHA_TIN_out,116,1
06/05/22,L2_SHA_TIN_out,121,1
07/05/22,L2_SHA_TIN_out,107,1
08/05/22,L2_SHA_TIN_out,52,1
09/05/22,L2_SHA_TIN_out,32,1
10/05/22,L2_SHA_TIN_out,209,1
11/05/22,L2_SHA_TIN_out,125,1
12/05/22,L2_SHA_TIN_out,126,1
13/05/22,L2_SHA_TIN_out,171,1
14/05/22,L2_SHA_TIN_out,141,1
15/05/22,L2_SHA_TIN_out,85,1
16/05/22,L2_SHA_TIN_out,280,1
17/05/22,L2_SHA_TIN_out,186,1
01/03/22,L2_SOUTHERN_in,169,1
02/03/22,L2_SOUTHERN_in,259,1
03/03/22,L2_SOUTHERN_in,279,1
04/03/22,L2_SOUTHERN_in,288,1
05/03/22,L2_SOUTHERN_in,160,1
06/03/22,L2_SOUTHERN_in,104,1
07/03/22,L2_SOUTHERN_in,225,1
08/03/22,L2_SOUTHERN_in,333,1
09/03/22,L2_SOUTHERN_in,325,1
10/03/22,L2_SOUTHERN_in,310,1
11/03/22,L2_SOUTHERN_in,353,1
12/03/22,L2_SOUTHERN_in,271,1
13/03/22,L2_SOUTHERN_in,112,1
14/03/22,L2_SOUTHERN_in,303,1
15/03/22,L2_SOUTHERN_in,381,1
16/03/22,L2_SOUTHERN_in,374,1
17/03/22,L2_SOUTHERN_in,290,1
18/03/22,L2_SOUTHERN_in,288,1
19/03/22,L2_SOUTHERN_in,232,1
20/03/22,L2_SOUTHERN_in,59,1
21/03/22,L2_SOUTHERN_in,289,1
22/03/22,L2_SOUTHERN_in,324,1
23/03/22,L2_SOUTHERN_in,288,1
24/03/22,L2_SOUTHERN_in,287,1
25/03/22,L2_SOUTHERN_in,241,1
26/03/22,L2_SOUTHERN_in,232,1
27/03/22,L2_SOUTHERN_in,118,1
28/03/22,L2_SOUTHERN_in,225,1
29/03/22,L2_SOUTHERN_in,227,1
30/03/22,L2_SOUTHERN_in,408,1
31/03/22,L2_SOUTHERN_in,228,1
01/04/22,L2_SOUTHERN_in,293,1
02/04/22,L2_SOUTHERN_in,172,1
03/04/22,L2_SOUTHERN_in,80,1
04/04/22,L2_SOUTHERN_in,322,1
05/04/22,L2_SOUTHERN_in,68,1
06/04/22,L2_SOUTHERN_in,366,1
07/04/22,L2_SOUTHERN_in,252,1
08/04/22,L2_SOUTHERN_in,303,1
09/04/22,L2_SOUTHERN_in,183,1
10/04/22,L2_SOUTHERN_in,42,1
11/04/22,L2_SOUTHERN_in,329,1
12/04/22,L2_SOUTHERN_in,294,1
13/04/22,L2_SOUTHERN_in,295,1
14/04/22,L2_SOUTHERN_in,263,1
15/04/22,L2_SOUTHERN_in,82,1
16/04/22,L2_SOUTHERN_in,69,1
17/04/22,L2_SOUTHERN_in,138,1
18/04/22,L2_SOUTHERN_in,57,1
19/04/22,L2_SOUTHERN_in,351,1
20/04/22,L2_SOUTHERN_in,392,1
21/04/22,L2_SOUTHERN_in,283,1
22/04/22,L2_SOUTHERN_in,214,1
23/04/22,L2_SOUTHERN_in,227,1
24/04/22,L2_SOUTHERN_in,161,1
25/04/22,L2_SOUTHERN_in,377,1
26/04/22,L2_SOUTHERN_in,256,1
27/04/22,L2_SOUTHERN_in,356,1
28/04/22,L2_SOUTHERN_in,206,1
29/04/22,L2_SOUTHERN_in,422,1
30/04/22,L2_SOUTHERN_in,129,1
01/05/22,L2_SOUTHERN_in,171,1
02/05/22,L2_SOUTHERN_in,97,1
03/05/22,L2_SOUTHERN_in,222,1
04/05/22,L2_SOUTHERN_in,528,1
05/05/22,L2_SOUTHERN_in,292,1
06/05/22,L2_SOUTHERN_in,317,1
07/05/22,L2_SOUTHERN_in,140,1
08/05/22,L2_SOUTHERN_in,172,1
09/05/22,L2_SOUTHERN_in,147,1
10/05/22,L2_SOUTHERN_in,272,1
11/05/22,L2_SOUTHERN_in,544,1
12/05/22,L2_SOUTHERN_in,334,1
13/05/22,L2_SOUTHERN_in,402,1
14/05/22,L2_SOUTHERN_in,178,1
15/05/22,L2_SOUTHERN_in,527,1
16/05/22,L2_SOUTHERN_in,312,1
17/05/22,L2_SOUTHERN_in,629,1
01/03/22,L2_SOUTHERN_out,879,1
02/03/22,L2_SOUTHERN_out,893,1
03/03/22,L2_SOUTHERN_out,844,1
04/03/22,L2_SOUTHERN_out,105,1
05/03/22,L2_SOUTHERN_out,118,1
06/03/22,L2_SOUTHERN_out,750,1
07/03/22,L2_SOUTHERN_out,814,1
08/03/22,L2_SOUTHERN_out,869,1
09/03/22,L2_SOUTHERN_out,848,1
10/03/22,L2_SOUTHERN_out,829,1
11/03/22,L2_SOUTHERN_out,94,1
12/03/22,L2_SOUTHERN_out,35,1
13/03/22,L2_SOUTHERN_out,1387,1
14/03/22,L2_SOUTHERN_out,1450,1
15/03/22,L2_SOUTHERN_out,1454,1
16/03/22,L2_SOUTHERN_out,1413,1
17/03/22,L2_SOUTHERN_out,1428,1
18/03/22,L2_SOUTHERN_out,103,1
19/03/22,L2_SOUTHERN_out,44,1
20/03/22,L2_SOUTHERN_out,1310,1
21/03/22,L2_SOUTHERN_out,1395,1
22/03/22,L2_SOUTHERN_out,1374,1
23/03/22,L2_SOUTHERN_out,1397,1
24/03/22,L2_SOUTHERN_out,1345,1
25/03/22,L2_SOUTHERN_out,87,1
26/03/22,L2_SOUTHERN_out,46,1
27/03/22,L2_SOUTHERN_out,1325,1
28/03/22,L2_SOUTHERN_out,1404,1
29/03/22,L2_SOUTHERN_out,1400,1
30/03/22,L2_SOUTHERN_out,1365,1
31/03/22,L2_SOUTHERN_out,1369,1
01/04/22,L2_SOUTHERN_out,66,1
02/04/22,L2_SOUTHERN_out,32,1
03/04/22,L2_SOUTHERN_out,1376,1
04/04/22,L2_SOUTHERN_out,92,1
05/04/22,L2_SOUTHERN_out,1375,1
06/04/22,L2_SOUTHERN_out,1460,1
07/04/22,L2_SOUTHERN_out,1462,1
08/04/22,L2_SOUTHERN_out,99,1
09/04/22,L2_SOUTHERN_out,35,1
10/04/22,L2_SOUTHERN_out,1356,1
11/04/22,L2_SOUTHERN_out,1469,1
12/04/22,L2_SOUTHERN_out,1434,1
13/04/22,L2_SOUTHERN_out,1395,1
14/04/22,L2_SOUTHERN_out,40,1
15/04/22,L2_SOUTHERN_out,6,1
16/04/22,L2_SOUTHERN_out,7,1
17/04/22,L2_SOUTHERN_out,3,1
18/04/22,L2_SOUTHERN_out,1446,1
19/04/22,L2_SOUTHERN_out,1496,1
20/04/22,L2_SOUTHERN_out,1471,1
21/04/22,L2_SOUTHERN_out,1462,1
22/04/22,L2_SOUTHERN_out,49,1
23/04/22,L2_SOUTHERN_out,24,1
24/04/22,L2_SOUTHERN_out,1591,1
25/04/22,L2_SOUTHERN_out,1641,1
26/04/22,L2_SOUTHERN_out,1610,1
27/04/22,L2_SOUTHERN_out,1605,1
28/04/22,L2_SOUTHERN_out,1592,1
29/04/22,L2_SOUTHERN_out,145,1
30/04/22,L2_SOUTHERN_out,59,1
01/05/22,L2_SOUTHERN_out,8,1
02/05/22,L2_SOUTHERN_out,1626,1
03/05/22,L2_SOUTHERN_out,1711,1
04/05/22,L2_SOUTHERN_out,1709,1
05/05/22,L2_SOUTHERN_out,1728,1
06/05/22,L2_SOUTHERN_out,96,1
07/05/22,L2_SOUTHERN_out,31,1
08/05/22,L2_SOUTHERN_out,8,1
09/05/22,L2_SOUTHERN_out,1924,1
10/05/22,L2_SOUTHERN_out,2114,1
11/05/22,L2_SOUTHERN_out,2022,1
12/05/22,L2_SOUTHERN_out,2027,1
13/05/22,L2_SOUTHERN_out,112,1
14/05/22,L2_SOUTHERN_out,71,1
15/05/22,L2_SOUTHERN_out,2064,1
16/05/22,L2_SOUTHERN_out,2198,1
17/05/22,L2_SOUTHERN_out,2111,1
01/03/22,L2_TAI_PO_in,65,1
02/03/22,L2_TAI_PO_in,119,1
03/03/22,L2_TAI_PO_in,82,1
04/03/22,L2_TAI_PO_in,132,1
05/03/22,L2_TAI_PO_in,87,1
06/03/22,L2_TAI_PO_in,24,1
07/03/22,L2_TAI_PO_in,73,1
08/03/22,L2_TAI_PO_in,132,1
09/03/22,L2_TAI_PO_in,163,1
10/03/22,L2_TAI_PO_in,167,1
11/03/22,L2_TAI_PO_in,154,1
12/03/22,L2_TAI_PO_in,141,1
13/03/22,L2_TAI_PO_in,14,1
14/03/22,L2_TAI_PO_in,110,1
15/03/22,L2_TAI_PO_in,168,1
16/03/22,L2_TAI_PO_in,188,1
17/03/22,L2_TAI_PO_in,113,1
18/03/22,L2_TAI_PO_in,117,1
19/03/22,L2_TAI_PO_in,135,1
20/03/22,L2_TAI_PO_in,29,1
21/03/22,L2_TAI_PO_in,118,1
22/03/22,L2_TAI_PO_in,110,1
23/03/22,L2_TAI_PO_in,130,1
24/03/22,L2_TAI_PO_in,100,1
25/03/22,L2_TAI_PO_in,111,1
26/03/22,L2_TAI_PO_in,117,1
27/03/22,L2_TAI_PO_in,38,1
28/03/22,L2_TAI_PO_in,105,1
29/03/22,L2_TAI_PO_in,87,1
30/03/22,L2_TAI_PO_in,132,1
31/03/22,L2_TAI_PO_in,3358,1
01/04/22,L2_TAI_PO_in,136,1
02/04/22,L2_TAI_PO_in,80,1
03/04/22,L2_TAI_PO_in,8,1
04/04/22,L2_TAI_PO_in,106,1
05/04/22,L2_TAI_PO_in,7,1
06/04/22,L2_TAI_PO_in,140,1
07/04/22,L2_TAI_PO_in,334,1
08/04/22,L2_TAI_PO_in,147,1
09/04/22,L2_TAI_PO_in,100,1
10/04/22,L2_TAI_PO_in,4,1
11/04/22,L2_TAI_PO_in,127,1
12/04/22,L2_TAI_PO_in,148,1
13/04/22,L2_TAI_PO_in,674,1
14/04/22,L2_TAI_PO_in,157,1
15/04/22,L2_TAI_PO_in,38,1
16/04/22,L2_TAI_PO_in,6,1
17/04/22,L2_TAI_PO_in,6,1
18/04/22,L2_TAI_PO_in,13,1
19/04/22,L2_TAI_PO_in,158,1
20/04/22,L2_TAI_PO_in,208,1
21/04/22,L2_TAI_PO_in,675,1
22/04/22,L2_TAI_PO_in,135,1
23/04/22,L2_TAI_PO_in,90,1
24/04/22,L2_TAI_PO_in,11,1
25/04/22,L2_TAI_PO_in,84,1
26/04/22,L2_TAI_PO_in,173,1
27/04/22,L2_TAI_PO_in,159,1
28/04/22,L2_TAI_PO_in,124,1
29/04/22,L2_TAI_PO_in,670,1
30/04/22,L2_TAI_PO_in,107,1
01/05/22,L2_TAI_PO_in,7,1
02/05/22,L2_TAI_PO_in,40,1
03/05/22,L2_TAI_PO_in,87,1
04/05/22,L2_TAI_PO_in,181,1
05/05/22,L2_TAI_PO_in,738,1
06/05/22,L2_TAI_PO_in,141,1
07/05/22,L2_TAI_PO_in,93,1
08/05/22,L2_TAI_PO_in,31,1
09/05/22,L2_TAI_PO_in,9,1
10/05/22,L2_TAI_PO_in,101,1
11/05/22,L2_TAI_PO_in,151,1
12/05/22,L2_TAI_PO_in,181,1
13/05/22,L2_TAI_PO_in,494,1
14/05/22,L2_TAI_PO_in,133,1
15/05/22,L2_TAI_PO_in,32,1
16/05/22,L2_TAI_PO_in,145,1
17/05/22,L2_TAI_PO_in,164,1
01/03/22,L2_TAI_PO_out,1,1
02/03/22,L2_TAI_PO_out,1,1
03/03/22,L2_TAI_PO_out,1,1
04/03/22,L2_TAI_PO_out,1,1
05/03/22,L2_TAI_PO_out,0,1
06/03/22,L2_TAI_PO_out,0,1
07/03/22,L2_TAI_PO_out,2,1
08/03/22,L2_TAI_PO_out,0,1
09/03/22,L2_TAI_PO_out,0,1
10/03/22,L2_TAI_PO_out,2,1
11/03/22,L2_TAI_PO_out,3,1
12/03/22,L2_TAI_PO_out,0,1
13/03/22,L2_TAI_PO_out,2,1
14/03/22,L2_TAI_PO_out,1,1
15/03/22,L2_TAI_PO_out,13,1
16/03/22,L2_TAI_PO_out,16,1
17/03/22,L2_TAI_PO_out,0,1
18/03/22,L2_TAI_PO_out,0,1
19/03/22,L2_TAI_PO_out,0,1
20/03/22,L2_TAI_PO_out,1,1
21/03/22,L2_TAI_PO_out,1,1
22/03/22,L2_TAI_PO_out,0,1
23/03/22,L2_TAI_PO_out,0,1
24/03/22,L2_TAI_PO_out,7,1
25/03/22,L2_TAI_PO_out,2,1
26/03/22,L2_TAI_PO_out,3,1
27/03/22,L2_TAI_PO_out,2,1
28/03/22,L2_TAI_PO_out,3,1
29/03/22,L2_TAI_PO_out,3,1
30/03/22,L2_TAI_PO_out,5,1
31/03/22,L2_TAI_PO_out,3,1
01/04/22,L2_TAI_PO_out,3,1
02/04/22,L2_TAI_PO_out,3,1
03/04/22,L2_TAI_PO_out,6,1
04/04/22,L2_TAI_PO_out,3,1
05/04/22,L2_TAI_PO_out,5,1
06/04/22,L2_TAI_PO_out,6,1
07/04/22,L2_TAI_PO_out,5,1
08/04/22,L2_TAI_PO_out,3,1
09/04/22,L2_TAI_PO_out,3,1
10/04/22,L2_TAI_PO_out,3,1
11/04/22,L2_TAI_PO_out,5,1
12/04/22,L2_TAI_PO_out,5,1
13/04/22,L2_TAI_PO_out,4,1
14/04/22,L2_TAI_PO_out,3,1
15/04/22,L2_TAI_PO_out,0,1
16/04/22,L2_TAI_PO_out,1,1
17/04/22,L2_TAI_PO_out,1,1
18/04/22,L2_TAI_PO_out,2,1
19/04/22,L2_TAI_PO_out,2,1
20/04/22,L2_TAI_PO_out,7,1
21/04/22,L2_TAI_PO_out,2,1
22/04/22,L2_TAI_PO_out,5,1
23/04/22,L2_TAI_PO_out,3,1
24/04/22,L2_TAI_PO_out,5,1
25/04/22,L2_TAI_PO_out,1,1
26/04/22,L2_TAI_PO_out,4,1
27/04/22,L2_TAI_PO_out,1,1
28/04/22,L2_TAI_PO_out,5,1
29/04/22,L2_TAI_PO_out,11,1
30/04/22,L2_TAI_PO_out,5,1
01/05/22,L2_TAI_PO_out,5,1
02/05/22,L2_TAI_PO_out,3,1
03/05/22,L2_TAI_PO_out,4,1
04/05/22,L2_TAI_PO_out,2,1
05/05/22,L2_TAI_PO_out,7,1
06/05/22,L2_TAI_PO_out,14,1
07/05/22,L2_TAI_PO_out,11,1
08/05/22,L2_TAI_PO_out,3,1
09/05/22,L2_TAI_PO_out,1,1
10/05/22,L2_TAI_PO_out,4,1
11/05/22,L2_TAI_PO_out,2,1
12/05/22,L2_TAI_PO_out,4,1
13/05/22,L2_TAI_PO_out,12,1
14/05/22,L2_TAI_PO_out,11,1
15/05/22,L2_TAI_PO_out,17,1
16/05/22,L2_TAI_PO_out,14,1
17/05/22,L2_TAI_PO_out,10,1
01/03/22,L2_TSUEN_WAN_in,99,1
02/03/22,L2_TSUEN_WAN_in,268,1
03/03/22,L2_TSUEN_WAN_in,201,1
04/03/22,L2_TSUEN_WAN_in,345,1
05/03/22,L2_TSUEN_WAN_in,196,1
06/03/22,L2_TSUEN_WAN_in,79,1
07/03/22,L2_TSUEN_WAN_in,223,1
08/03/22,L2_TSUEN_WAN_in,304,1
09/03/22,L2_TSUEN_WAN_in,302,1
10/03/22,L2_TSUEN_WAN_in,324,1
11/03/22,L2_TSUEN_WAN_in,310,1
12/03/22,L2_TSUEN_WAN_in,264,1
13/03/22,L2_TSUEN_WAN_in,75,1
14/03/22,L2_TSUEN_WAN_in,297,1
15/03/22,L2_TSUEN_WAN_in,331,1
16/03/22,L2_TSUEN_WAN_in,315,1
17/03/22,L2_TSUEN_WAN_in,259,1
18/03/22,L2_TSUEN_WAN_in,273,1
19/03/22,L2_TSUEN_WAN_in,226,1
20/03/22,L2_TSUEN_WAN_in,85,1
21/03/22,L2_TSUEN_WAN_in,314,1
22/03/22,L2_TSUEN_WAN_in,304,1
23/03/22,L2_TSUEN_WAN_in,232,1
24/03/22,L2_TSUEN_WAN_in,202,1
25/03/22,L2_TSUEN_WAN_in,147,1
26/03/22,L2_TSUEN_WAN_in,189,1
27/03/22,L2_TSUEN_WAN_in,32,1
28/03/22,L2_TSUEN_WAN_in,174,1
29/03/22,L2_TSUEN_WAN_in,182,1
30/03/22,L2_TSUEN_WAN_in,217,1
31/03/22,L2_TSUEN_WAN_in,668,1
01/04/22,L2_TSUEN_WAN_in,219,1
02/04/22,L2_TSUEN_WAN_in,125,1
03/04/22,L2_TSUEN_WAN_in,21,1
04/04/22,L2_TSUEN_WAN_in,204,1
05/04/22,L2_TSUEN_WAN_in,10,1
06/04/22,L2_TSUEN_WAN_in,256,1
07/04/22,L2_TSUEN_WAN_in,322,1
08/04/22,L2_TSUEN_WAN_in,199,1
09/04/22,L2_TSUEN_WAN_in,140,1
10/04/22,L2_TSUEN_WAN_in,12,1
11/04/22,L2_TSUEN_WAN_in,211,1
12/04/22,L2_TSUEN_WAN_in,210,1
13/04/22,L2_TSUEN_WAN_in,581,1
14/04/22,L2_TSUEN_WAN_in,199,1
15/04/22,L2_TSUEN_WAN_in,3,1
16/04/22,L2_TSUEN_WAN_in,72,1
17/04/22,L2_TSUEN_WAN_in,7,1
18/04/22,L2_TSUEN_WAN_in,22,1
19/04/22,L2_TSUEN_WAN_in,206,1
20/04/22,L2_TSUEN_WAN_in,289,1
21/04/22,L2_TSUEN_WAN_in,614,1
22/04/22,L2_TSUEN_WAN_in,192,1
23/04/22,L2_TSUEN_WAN_in,114,1
24/04/22,L2_TSUEN_WAN_in,25,1
25/04/22,L2_TSUEN_WAN_in,123,1
26/04/22,L2_TSUEN_WAN_in,214,1
27/04/22,L2_TSUEN_WAN_in,227,1
28/04/22,L2_TSUEN_WAN_in,183,1
29/04/22,L2_TSUEN_WAN_in,497,1
30/04/22,L2_TSUEN_WAN_in,124,1
01/05/22,L2_TSUEN_WAN_in,11,1
02/05/22,L2_TSUEN_WAN_in,78,1
03/05/22,L2_TSUEN_WAN_in,114,1
04/05/22,L2_TSUEN_WAN_in,285,1
05/05/22,L2_TSUEN_WAN_in,658,1
06/05/22,L2_TSUEN_WAN_in,178,1
07/05/22,L2_TSUEN_WAN_in,103,1
08/05/22,L2_TSUEN_WAN_in,8,1
09/05/22,L2_TSUEN_WAN_in,78,1
10/05/22,L2_TSUEN_WAN_in,104,1
11/05/22,L2_TSUEN_WAN_in,313,1
12/05/22,L2_TSUEN_WAN_in,265,1
13/05/22,L2_TSUEN_WAN_in,452,1
14/05/22,L2_TSUEN_WAN_in,144,1
15/05/22,L2_TSUEN_WAN_in,25,1
16/05/22,L2_TSUEN_WAN_in,231,1
17/05/22,L2_TSUEN_WAN_in,243,1
01/03/22,L2_TSUEN_WAN_out,350,1
02/03/22,L2_TSUEN_WAN_out,378,1
03/03/22,L2_TSUEN_WAN_out,494,1
04/03/22,L2_TSUEN_WAN_out,312,1
05/03/22,L2_TSUEN_WAN_out,468,1
06/03/22,L2_TSUEN_WAN_out,152,1
07/03/22,L2_TSUEN_WAN_out,461,1
08/03/22,L2_TSUEN_WAN_out,474,1
09/03/22,L2_TSUEN_WAN_out,492,1
10/03/22,L2_TSUEN_WAN_out,528,1
11/03/22,L2_TSUEN_WAN_out,592,1
12/03/22,L2_TSUEN_WAN_out,154,1
13/03/22,L2_TSUEN_WAN_out,790,1
14/03/22,L2_TSUEN_WAN_out,679,1
