,time,type,y
294,2022/05/18,L2_SOUTHERN_out,2129.0
295,2022/05/19,L2_SOUTHERN_out,2126.0
296,2022/05/20,L2_SOUTHERN_out,78.0
297,2022/05/21,L2_SOUTHERN_out,33.0
298,2022/05/22,L2_SOUTHERN_out,2031.0
299,2022/05/23,L2_SOUTHERN_out,2131.0
300,2022/05/24,L2_SOUTHERN_out,2129.0
301,2022/05/25,L2_SOUTHERN_out,2048.0
302,2022/05/26,L2_SOUTHERN_out,2058.0
303,2022/05/27,L2_SOUTHERN_out,63.0
304,2022/05/28,L2_SOUTHERN_out,26.0
305,2022/05/29,L2_SOUTHERN_out,1829.0
306,2022/05/30,L2_SOUTHERN_out,1892.0
307,2022/05/31,L2_SOUTHERN_out,1754.0
308,2022/05/18,L2_TAI_PO_in,157.0
309,2022/05/19,L2_TAI_PO_in,642.0
310,2022/05/20,L2_TAI_PO_in,87.0
311,2022/05/21,L2_TAI_PO_in,83.0
312,2022/05/22,L2_TAI_PO_in,18.0
313,2022/05/23,L2_TAI_PO_in,81.0
314,2022/05/24,L2_TAI_PO_in,130.0
315,2022/05/25,L2_TAI_PO_in,159.0
316,2022/05/26,L2_TAI_PO_in,142.0
317,2022/05/27,L2_TAI_PO_in,97.0
318,2022/05/28,L2_TAI_PO_in,82.0
319,2022/05/29,L2_TAI_PO_in,25.0
320,2022/05/30,L2_TAI_PO_in,653.0
321,2022/05/31,L2_TAI_PO_in,520.0
322,2022/05/18,L2_TAI_PO_out,6.0
323,2022/05/19,L2_TAI_PO_out,5.0
324,2022/05/20,L2_TAI_PO_out,9.0
325,2022/05/21,L2_TAI_PO_out,3.0
326,2022/05/22,L2_TAI_PO_out,5.0
327,2022/05/23,L2_TAI_PO_out,8.0
328,2022/05/24,L2_TAI_PO_out,7.0
329,2022/05/25,L2_TAI_PO_out,9.0
330,2022/05/26,L2_TAI_PO_out,5.0
331,2022/05/27,L2_TAI_PO_out,3.0
332,2022/05/28,L2_TAI_PO_out,11.0
333,2022/05/29,L2_TAI_PO_out,6.0
