0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99984425,0.0,0.0,0.99799323,0.0,0.0,0.0,0.0,0.0,0.9997921,0.0,0.0,0.0,0.0,0.0,0.9999692,0.0,0.0,0.0,0.0,0.99421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999778,0.0,0.99929756,0.0,0.0,0.0,0.0,0.0,0.99995595,0.9997412,0.0,0.0,0.0,0.0,0.0,0.9993132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999943,0.0,0.0,0.99973464,0.0,0.0,0.0,0.9999493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99829996,0.0,0.0,0.0,0.0,0.0,0.0,0.9990589,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999986,0.0,0.9999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99997014,0.9999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99993145,0.0,0.0,0.0,0.0,0.0,0.9999711,0.9999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998966,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99999154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999984,0.0,0.0,0.0,0.9996613,0.0,0.0,0.0,0.0,0.999979
0.0,0.99704915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998325,0.0,0.0,0.0,0.0,0.0,0.99996305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99998665,0.0,0.0,0.0,0.9999994,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9999881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999331,0.0,0.0,0.0,0.0,0.0,0.9999986,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999905,0.0,0.9999437,0.0,0.99684757,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.99960315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9996946,0.0,0.0,0.0,0.0,0.0,0.0,0.9998441
0.0,0.0,0.9993039,0.0,0.0,0.0,0.99999404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9988491,0.0,0.0,0.9999759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994628,0.0,0.0,0.0,0.0,0.99997777,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99995047,0.9988143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973145,0.0,0.0
0.0,0.0,0.0,0.0,0.99990094,0.0,0.0,0.0,0.0,0.0,0.0,0.99954253,0.99999994,0.0,0.0,0.0,0.9983382,0.0,0.0,0.0,0.0,0.99996984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993155,0.0,0.0,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999595,0.0,1.0,0.0,0.0,0.99960256,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999979,0.0,0.0,0.0,0.0,0.0,0.0,0.9999949,0.0,0.9999999,0.0,0.0,0.0,0.0,0.9998477,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.995257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999,0.0,0.9994971,0.0,0.0,0.0,0.0,0.0,0.99792933,0.0
0.9975347,0.0,0.9999147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99997234,0.0,1.0,0.99997187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999994,0.0,0.0,0.999982,0.0,0.0,0.0,0.0,0.99999964,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965226,0.9999906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9982382,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.99998933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999939,0.0,0.0,0.99983555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999902
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974428,0.9999924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99997556,0.0,0.0,0.0,0.9999995,0.0,0.0,0.0,0.0,0.9999998
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999974,0.0,0.999938,0.0,0.0,0.99946797,0.0,0.0,0.0,0.0,0.0,0.0,0.99964905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999956,0.0,0.0,0.0,0.9986154,0.99965596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994825,0.99992865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99997157,0.0,0.0,0.0,0.9995652,0.0,0.0,0.0,0.0,1.0
