0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.9998484,0.0,0.0,0.0,0.0,0.0,0.0,0.9991445,0.0,0.0,0.0,0.99999964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999685,0.0,0.0,1.0,0.9999999,0.0,0.0,0.0,0.9985939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9955829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999753,0.0,0.0,0.0,0.0,0.0,0.0,0.9988914,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.99998915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973993,0.0,0.0,0.0,0.0,0.0,0.0,0.99999446,0.0,0.0,0.99979305,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9998912,0.0,0.0,0.0,0.0,0.0,0.0,0.99951583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937798,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.99981666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9998169,1.0,0.0,0.0,0.0,0.99992144,1.0,0.0,0.0,0.0,0.9994643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982831,0.0,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999976,0.0,0.9999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999987,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999666,0.99999994,0.0,0.0,0.0,0.0,0.9999583,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999998,1.0,0.0,0.0,0.0,0.99999803,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999879,0.0,0.0,0.9999877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99999565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
